,index_x,page,country,rev_id,article_quality_estimate,index_y,FIPS,Name,Type,TimeFrame,Data (M),Population
9451,35055.0,Miguel Álvarez Castro,Salvadoran,798306895,Stub,,,,,,,
9452,35220.0,José Guillermo García,Salvadoran,798460321,Start,,,,,,,
9453,35725.0,Marisol Argueta de Barillas,Salvadoran,798896224,Start,,,,,,,
9454,36868.0,René Emilio Ponce,Salvadoran,799918049,Stub,,,,,,,
9455,37630.0,Guillermo Ungo,Salvadoran,800478736,Stub,,,,,,,
9456,39527.0,Antonio Saca,Salvadoran,802075785,C,,,,,,,
9457,40585.0,Hugo Lindo,Salvadoran,802944082,Start,,,,,,,
9458,41256.0,Schafik Handal,Salvadoran,803674894,Start,,,,,,,
9459,41543.0,Ana Vilma de Escobar,Salvadoran,803927035,C,,,,,,,
9460,41844.0,Juan Lindo,Salvadoran,804134156,Start,,,,,,,
9461,42330.0,Mauricio Funes,Salvadoran,804528819,GA,,,,,,,
9462,42347.0,Vice President of El Salvador,Salvadoran,804538892,Start,,,,,,,
9463,42427.0,Francisco Flores Pérez,Salvadoran,804606321,C,,,,,,,
9464,42628.0,José Napoleón Duarte,Salvadoran,804809409,C,,,,,,,
9465,42978.0,Armando Calderón Sol,Salvadoran,804991452,Start,,,,,,,
9466,43502.0,Fidel Sánchez Hernández,Salvadoran,805353238,Start,,,,,,,
9467,43699.0,Rafael Antonio Gutiérrez,Salvadoran,805474907,Start,,,,,,,
9468,44495.0,Irma Dimas,Salvadoran,806010405,Start,,,,,,,
9469,44562.0,Manuel José Arce,Salvadoran,806057984,Start,,,,,,,
9470,44630.0,President of El Salvador,Salvadoran,806101149,Stub,,,,,,,
9471,45691.0,José Matías Delgado,Salvadoran,806731535,C,,,,,,,
9472,46103.0,Vanda Pignato,Salvadoran,806958982,B,,,,,,,
9473,46456.0,José María Lemus,Salvadoran,807175924,Stub,,,,,,,
9474,46541.0,Salvador Sánchez Cerén,Salvadoran,807210786,C,,,,,,,
9475,272.0,Gervas Clay,Rhodesian,574571582,Stub,,,,,,,
9476,499.0,Harry Davies (politician),Rhodesian,669387487,Start,,,,,,,
9477,632.0,William Fairbridge,Rhodesian,682576258,Start,,,,,,,
9478,2356.0,Washington Malianga,Rhodesian,711506001,Stub,,,,,,,
9479,2451.0,Ronald Snapper,Rhodesian,712233907,Stub,,,,,,,
9480,9649.0,Gerald B. Clarke,Rhodesian,747497059,Stub,,,,,,,
9481,14348.0,Francis Chaplin,Rhodesian,763530115,Stub,,,,,,,
9482,14352.0,Roger Hawkins (politician),Rhodesian,763533706,Start,,,,,,,
9483,14356.0,George Mitchell (Rhodesia),Rhodesian,763540238,Stub,,,,,,,
9484,14462.0,John Landau,Rhodesian,763870152,Stub,,,,,,,
9485,14483.0,Byron Hove,Rhodesian,763951988,Start,,,,,,,
9486,15130.0,Hilary Squires,Rhodesian,766847256,Stub,,,,,,,
9487,17336.0,Cecil Dennistoun Burney,Rhodesian,774837666,Stub,,,,,,,
9488,19290.0,Mark Partridge,Rhodesian,780260926,Stub,,,,,,,
9489,20062.0,Prime Minister of Rhodesia,Rhodesian,782602484,Start,,,,,,,
9490,20294.0,Leo Cardwell Ross,Rhodesian,783150296,Start,,,,,,,
9491,20295.0,Josiah Gondo,Rhodesian,783150589,C,,,,,,,
9492,20370.0,Dunduzu Chisiza,Rhodesian,783301534,B,,,,,,,
9493,20978.0,Allan Ross Welsh,Rhodesian,784562559,C,,,,,,,
9494,21088.0,John Moore Caldicott,Rhodesian,784757829,Start,,,,,,,
9495,21089.0,John Ralph Beaumont,Rhodesian,784758963,Start,,,,,,,
9496,21100.0,Leonard Ray Morgan,Rhodesian,784769027,Start,,,,,,,
9497,21133.0,Raleigh Grey,Rhodesian,784826325,Start,,,,,,,
9498,21141.0,Robert Clarkson Tredgold,Rhodesian,784830601,Start,,,,,,,
9499,21143.0,Robert James Hudson,Rhodesian,784831407,B,,,,,,,
9500,21163.0,William Harper (Rhodesian politician),Rhodesian,784870217,FA,,,,,,,
9501,21200.0,Rowan Cronjé,Rhodesian,784974615,GA,,,,,,,
9502,21929.0,Edgar Whitehead,Rhodesian,786601705,Start,,,,,,,
9503,21947.0,Henry Hamilton Beamish,Rhodesian,786659504,Start,,,,,,,
9504,22210.0,Lionel Cripps,Rhodesian,787105083,Start,,,,,,,
9505,22229.0,A. R. Colquhoun,Rhodesian,787147677,Start,,,,,,,
9506,22876.0,John McChlery,Rhodesian,787854502,Stub,,,,,,,
9507,27796.0,Jeremiah Chirau,Rhodesian,789545107,Stub,,,,,,,
9508,28040.0,Winston Field,Rhodesian,789689591,C,,,,,,,
9509,28601.0,Howard Unwin Moffat,Rhodesian,790010191,Start,,,,,,,
9510,31819.0,Ken Flower,Rhodesian,794528943,Start,,,,,,,
9511,32454.0,Andrew Skeen (Rhodesia),Rhodesian,795348776,Stub,,,,,,,
9512,32468.0,Hugh Beadle,Rhodesian,795369277,FA,,,,,,,
9513,32539.0,Hugh Marshall Hole,Rhodesian,795483112,Start,,,,,,,
9514,34162.0,Roy Welensky,Rhodesian,797314307,FA,,,,,,,
9515,34236.0,Abel Muzorewa,Rhodesian,797407618,C,,,,,,,
9516,34366.0,Signatories of Rhodesia's Unilateral Declaration of Independence,Rhodesian,797546082,Start,,,,,,,
9517,35144.0,Jack Howman,Rhodesian,798384751,Stub,,,,,,,
9518,35302.0,Ethel Tawse Jollie,Rhodesian,798492985,Start,,,,,,,
9519,36210.0,Alan David Butler,Rhodesian,799332728,Start,,,,,,,
9520,36483.0,Jack William Pithey,Rhodesian,799548505,Start,,,,,,,
9521,36484.0,President of Rhodesia,Rhodesian,799548556,C,,,,,,,
9522,36569.0,Denis Walker,Rhodesian,799608339,C,,,,,,,
9523,37538.0,James Cowden,Rhodesian,800407772,Stub,,,,,,,
9524,37545.0,Herbert Chitepo,Rhodesian,800416336,C,,,,,,,
9525,37633.0,Thomas Nangle,Rhodesian,800479460,Start,,,,,,,
9526,38139.0,Timothy Stamps,Rhodesian,800986051,C,,,,,,,
9527,39162.0,Sam Levy,Rhodesian,801716406,Start,,,,,,,
9528,39164.0,Humphrey Gibbs,Rhodesian,801718040,C,,,,,,,
9529,39226.0,P. K. van der Byl,Rhodesian,801795215,FA,,,,,,,
9530,39314.0,Clifford Dupont,Rhodesian,801876681,C,,,,,,,
9531,39604.0,Lance Smith (politician),Rhodesian,802151785,GA,,,,,,,
9532,40560.0,Desmond Lardner-Burke,Rhodesian,802930161,B,,,,,,,
9533,41204.0,John Bredenkamp,Rhodesian,803620246,C,,,,,,,
9534,41699.0,Frank Rhodes (British Army officer),Rhodesian,804040348,Start,,,,,,,
9535,41791.0,Ernest Lucas Guest,Rhodesian,804101492,FA,,,,,,,
9536,42464.0,Godfrey Chidyausiku,Rhodesian,804650400,Start,,,,,,,
9537,42564.0,Richard Hope Hall,Rhodesian,804743937,GA,,,,,,,
9538,42621.0,Crosaire,Rhodesian,804806363,Start,,,,,,,
9539,42719.0,Gaston Thornicroft,Rhodesian,804877226,Start,,,,,,,
9540,43524.0,"James Graham, 7th Duke of Montrose",Rhodesian,805372073,C,,,,,,,
9541,44426.0,Ahrn Palley,Rhodesian,805960143,C,,,,,,,
9542,44690.0,Allan Savory,Rhodesian,806153816,GA,,,,,,,
9543,45354.0,Ian Smith,Rhodesian,806532780,FA,,,,,,,
9544,46295.0,Garfield Todd,Rhodesian,807097467,C,,,,,,,
9545,46412.0,Douglas Hamilton Ritchie,Rhodesian,807159903,C,,,,,,,
9546,46414.0,Godfrey Huggins,Rhodesian,807160082,C,,,,,,,
9547,46684.0,George Hackwill,Rhodesian,807283218,C,,,,,,,
9548,47017.0,Henry Everard,Rhodesian,807425613,Start,,,,,,,
9549,47019.0,John Wrathall,Rhodesian,807425747,C,,,,,,,
10344,290.0,Mavua Mudima,"Congo, Dem. Rep. of",592289232,Stub,,,,,,,
10345,441.0,List of provincial governors of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",663088604,Stub,,,,,,,
10346,1296.0,Eugène Diomi Ndongala Nzomambu,"Congo, Dem. Rep. of",705390654,Stub,,,,,,,
10347,1344.0,Théophile Mbemba Fundu,"Congo, Dem. Rep. of",705707214,Stub,,,,,,,
10348,1346.0,Ntumba Luaba,"Congo, Dem. Rep. of",705723187,Stub,,,,,,,
10349,1347.0,Myra Ndjoku Manianga,"Congo, Dem. Rep. of",705723441,Stub,,,,,,,
10350,1734.0,André-Philippe Futa,"Congo, Dem. Rep. of",708009445,Start,,,,,,,
10351,1781.0,Gérard Gifuza,"Congo, Dem. Rep. of",708358969,Stub,,,,,,,
10352,1782.0,Koloso Sumaili,"Congo, Dem. Rep. of",708359204,Stub,,,,,,,
10353,2691.0,Célestin Cibalonza Byaterana,"Congo, Dem. Rep. of",713195149,Stub,,,,,,,
10354,2693.0,Emmanuel Leku Apuobo,"Congo, Dem. Rep. of",713198718,Stub,,,,,,,
10355,2786.0,Kisula Ngoy,"Congo, Dem. Rep. of",713583472,Stub,,,,,,,
10356,2878.0,Jean Collins Musonda Kalusambo,"Congo, Dem. Rep. of",714150941,Stub,,,,,,,
10357,2902.0,Denis Kalume Numbi,"Congo, Dem. Rep. of",714220527,Start,,,,,,,
10358,4256.0,Delphin Kyubwa,"Congo, Dem. Rep. of",718961623,Stub,,,,,,,
10359,4831.0,Sylvain Ngabu Chumbu,"Congo, Dem. Rep. of",720858135,Start,,,,,,,
10360,4959.0,José Endundo Bononge,"Congo, Dem. Rep. of",721206007,Stub,,,,,,,
10361,5643.0,Richard Muyej Mangez,"Congo, Dem. Rep. of",723913158,Stub,,,,,,,
10362,5994.0,Sébastien Impeto Pengo,"Congo, Dem. Rep. of",725141090,Stub,,,,,,,
10363,7292.0,Clovis Kabongo Malemba,"Congo, Dem. Rep. of",733051797,Stub,,,,,,,
10364,7830.0,François Nicéphore Kakese,"Congo, Dem. Rep. of",737533634,Stub,,,,,,,
10365,8793.0,Raymond Ramazani Baya,"Congo, Dem. Rep. of",742707920,Stub,,,,,,,
10366,8844.0,Mulumba Lukoji,"Congo, Dem. Rep. of",743061455,Stub,,,,,,,
10367,10105.0,Alexandre Luba Ntambo,"Congo, Dem. Rep. of",749397818,Stub,,,,,,,
10368,10121.0,Oscar Kashala,"Congo, Dem. Rep. of",749419078,Start,,,,,,,
10369,10515.0,Jean-Marie Runiga Lugerero,"Congo, Dem. Rep. of",750725157,Stub,,,,,,,
10370,10558.0,Christian Malanga,"Congo, Dem. Rep. of",751152656,C,,,,,,,
10371,10598.0,Faustin Birindwa,"Congo, Dem. Rep. of",751361476,Stub,,,,,,,
10372,10920.0,Chikez Diemu,"Congo, Dem. Rep. of",753704394,Stub,,,,,,,
10373,10988.0,Minister of Foreign Affairs (Democratic Republic of the Congo),"Congo, Dem. Rep. of",754344309,Start,,,,,,,
10374,11371.0,Edouard Kiove Kola,"Congo, Dem. Rep. of",756510063,Stub,,,,,,,
10375,13262.0,Daniel Mukoko Samba,"Congo, Dem. Rep. of",757821887,Stub,,,,,,,
10376,14309.0,Dolly Makambo Nawezi,"Congo, Dem. Rep. of",763323939,Stub,,,,,,,
10377,14482.0,Germain Kambinga,"Congo, Dem. Rep. of",763943185,Stub,,,,,,,
10378,14621.0,Richard Ndambu Wolang,"Congo, Dem. Rep. of",764771546,Stub,,,,,,,
10379,14622.0,Simon Mbatshi Batshia,"Congo, Dem. Rep. of",764771615,C,,,,,,,
10380,14623.0,José Makila Sumanda,"Congo, Dem. Rep. of",764771652,Stub,,,,,,,
10381,14624.0,Trésor Kapuku Ngoy,"Congo, Dem. Rep. of",764771697,Stub,,,,,,,
10382,14625.0,Charles Mwando Simba,"Congo, Dem. Rep. of",764791046,Stub,,,,,,,
10383,14838.0,Jules Fontaine Sambwa,"Congo, Dem. Rep. of",765570258,Start,,,,,,,
10384,14869.0,Mabi Mulumba,"Congo, Dem. Rep. of",765799138,Stub,,,,,,,
10385,14870.0,N'Singa Udjuu,"Congo, Dem. Rep. of",765799213,Stub,,,,,,,
10386,14877.0,Sultani Makenga,"Congo, Dem. Rep. of",765834828,Stub,,,,,,,
10387,14885.0,Josué Alex Mukendi,"Congo, Dem. Rep. of",765871730,Stub,,,,,,,
10388,14899.0,Raymond Tshibanda,"Congo, Dem. Rep. of",765923988,Start,,,,,,,
10389,14900.0,Banza Mukalay,"Congo, Dem. Rep. of",765924619,Start,,,,,,,
10390,14903.0,Évariste Boshab,"Congo, Dem. Rep. of",765925554,Stub,,,,,,,
10391,15092.0,Marie-Ange Mushobekwa,"Congo, Dem. Rep. of",766647953,Stub,,,,,,,
10392,15491.0,Jean Andeka,"Congo, Dem. Rep. of",768228272,Stub,,,,,,,
10393,15593.0,Aimé Ngoy Mukena,"Congo, Dem. Rep. of",768670214,C,,,,,,,
10394,16560.0,Aimé Boji,"Congo, Dem. Rep. of",772045942,Stub,,,,,,,
10395,16606.0,Léonard Mulamba,"Congo, Dem. Rep. of",772317052,Start,,,,,,,
10396,16720.0,Noel K Tshiani Muadiamvita,"Congo, Dem. Rep. of",772818039,C,,,,,,,
10397,17126.0,Kasongo Ilunga,"Congo, Dem. Rep. of",774263410,Start,,,,,,,
10398,17297.0,Pierre Lumbi Okongo,"Congo, Dem. Rep. of",774679596,Start,,,,,,,
10399,17738.0,Jeannette Kavira Mapera,"Congo, Dem. Rep. of",776372644,Stub,,,,,,,
10400,19241.0,Vice-Presidents of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",780035740,Stub,,,,,,,
10401,19449.0,Odilon Kafitwe wa pa Bowa,"Congo, Dem. Rep. of",780757242,Start,,,,,,,
10402,19945.0,Louis Alphonse Koyagialo,"Congo, Dem. Rep. of",782350026,Start,,,,,,,
10403,20068.0,Luzolo Bambi Lessa,"Congo, Dem. Rep. of",782618365,Start,,,,,,,
10404,20156.0,Jonas Mukamba Kadiata Nzemba,"Congo, Dem. Rep. of",782825984,Start,,,,,,,
10405,20408.0,Arthur Z'ahidi Ngoma,"Congo, Dem. Rep. of",783354232,Stub,,,,,,,
10406,20854.0,Emile Mota,"Congo, Dem. Rep. of",784182810,Start,,,,,,,
10407,21917.0,Lambert Mende Omalanga,"Congo, Dem. Rep. of",786579616,Stub,,,,,,,
10408,21980.0,Justine Kasa-Vubu,"Congo, Dem. Rep. of",786751925,Start,,,,,,,
10409,22054.0,Cléophas Kamitatu,"Congo, Dem. Rep. of",786874201,C,,,,,,,
10410,22495.0,Jean Nguza Karl-i-Bond,"Congo, Dem. Rep. of",787378464,Start,,,,,,,
10411,22723.0,Adam Bombolé,"Congo, Dem. Rep. of",787602247,Stub,,,,,,,
10412,22787.0,Adolphe Lumanu,"Congo, Dem. Rep. of",787715913,Stub,,,,,,,
10413,22788.0,Adolphe Muzito cabinet,"Congo, Dem. Rep. of",787716080,Start,,,,,,,
10414,22841.0,Justin Marie Bomboko,"Congo, Dem. Rep. of",787797355,Start,,,,,,,
10415,23010.0,Christian Atoki Ileka,"Congo, Dem. Rep. of",787978838,Stub,,,,,,,
10416,23118.0,Paul Joseph Mukungubila Mutombo,"Congo, Dem. Rep. of",788024194,C,,,,,,,
10417,23156.0,Ferdinand Essandja,"Congo, Dem. Rep. of",788054013,Stub,,,,,,,
10418,23610.0,Martin Kabwelulu,"Congo, Dem. Rep. of",788465848,Start,,,,,,,
10419,27697.0,Antipas Mbusa,"Congo, Dem. Rep. of",789437538,Start,,,,,,,
10420,27752.0,Laurent Mbariko,"Congo, Dem. Rep. of",789487250,Start,,,,,,,
10421,28302.0,Union of Congolese Patriots,"Congo, Dem. Rep. of",789898887,Start,,,,,,,
10422,28937.0,Azarias Ruberwa,"Congo, Dem. Rep. of",790305725,Start,,,,,,,
10423,29147.0,Banyingela Kasonga,"Congo, Dem. Rep. of",790586686,Start,,,,,,,
10424,29296.0,Anicet Kashamura,"Congo, Dem. Rep. of",790738130,Stub,,,,,,,
10425,29427.0,Sophie Kanza,"Congo, Dem. Rep. of",790942655,Start,,,,,,,
10426,29502.0,Bertrand Bisimwa,"Congo, Dem. Rep. of",791074307,Stub,,,,,,,
10427,30199.0,Charles Kisolokele,"Congo, Dem. Rep. of",792037043,Start,,,,,,,
10428,31101.0,Antoine Ghonda,"Congo, Dem. Rep. of",793411567,Start,,,,,,,
10429,31521.0,Abdoulaye Yerodia Ndombasi,"Congo, Dem. Rep. of",794072384,Start,,,,,,,
10430,31565.0,Paul Bolya,"Congo, Dem. Rep. of",794134715,Start,,,,,,,
10431,33083.0,Freddy Matungulu,"Congo, Dem. Rep. of",796099032,C,,,,,,,
10432,34195.0,Emmanuel Dungia,"Congo, Dem. Rep. of",797348410,C,,,,,,,
10433,34261.0,Munga Mibindo,"Congo, Dem. Rep. of",797435100,Stub,,,,,,,
10434,34269.0,Eric Lenge,"Congo, Dem. Rep. of",797446004,Start,,,,,,,
10435,34960.0,Guy-Patrice Lumumba,"Congo, Dem. Rep. of",798185563,Stub,,,,,,,
10436,35213.0,Joseph Kabila,"Congo, Dem. Rep. of",798455633,GA,,,,,,,
10437,35275.0,Kavidi Wivine N'Landu,"Congo, Dem. Rep. of",798489264,Stub,,,,,,,
10438,35658.0,Jeannot Bemba Saolona,"Congo, Dem. Rep. of",798859637,Stub,,,,,,,
10439,35798.0,Medard Mulangala,"Congo, Dem. Rep. of",798948484,C,,,,,,,
10440,35921.0,Mpinga Kasenda,"Congo, Dem. Rep. of",799044574,Stub,,,,,,,
10441,36198.0,Fernand Kazadi,"Congo, Dem. Rep. of",799328311,Start,,,,,,,
10442,36200.0,Antoine-Roger Bolamba,"Congo, Dem. Rep. of",799328685,Stub,,,,,,,
10443,36207.0,Odette Babandoa Etoa,"Congo, Dem. Rep. of",799331221,Start,,,,,,,
10444,36450.0,Monique Mukuna Mutombo,"Congo, Dem. Rep. of",799533831,Start,,,,,,,
10445,36861.0,Ekila Liyonda,"Congo, Dem. Rep. of",799913697,Start,,,,,,,
10446,36889.0,Augustin Matata Ponyo,"Congo, Dem. Rep. of",799930121,Start,,,,,,,
10447,37040.0,Nkulu Mitumba Kilombo,"Congo, Dem. Rep. of",800087105,Stub,,,,,,,
10448,37430.0,Laurent Nkunda,"Congo, Dem. Rep. of",800298783,C,,,,,,,
10449,37667.0,Christophe Gbenye,"Congo, Dem. Rep. of",800537411,Start,,,,,,,
10450,38261.0,Minister of Defence (Democratic Republic of the Congo),"Congo, Dem. Rep. of",801107444,Start,,,,,,,
10451,38269.0,Moïse Tshombe,"Congo, Dem. Rep. of",801110165,C,,,,,,,
10452,38271.0,Godefroid Munongo,"Congo, Dem. Rep. of",801112469,Start,,,,,,,
10453,38674.0,Thomas Kanza,"Congo, Dem. Rep. of",801348128,GA,,,,,,,
10454,39215.0,Joseph Okito,"Congo, Dem. Rep. of",801770255,Start,,,,,,,
10455,39388.0,President of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",801936063,C,,,,,,,
10456,39420.0,Alexis Thambwe Mwamba,"Congo, Dem. Rep. of",801968131,Start,,,,,,,
10457,39606.0,Alphonse Songolo,"Congo, Dem. Rep. of",802154801,C,,,,,,,
10458,39640.0,List of heads of state of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",802197658,Start,,,,,,,
10459,39820.0,Jules Mutebusi,"Congo, Dem. Rep. of",802411491,Start,,,,,,,
10460,40931.0,Pierre Mulele,"Congo, Dem. Rep. of",803335436,C,,,,,,,
10461,41013.0,Kasongo Munganga,"Congo, Dem. Rep. of",803421580,C,,,,,,,
10462,41916.0,Joseph Kasa-Vubu,"Congo, Dem. Rep. of",804197745,GA,,,,,,,
10463,42131.0,Frédéric Kibassa Maliba,"Congo, Dem. Rep. of",804359582,GA,,,,,,,
10464,42406.0,Tabu Ley Rochereau,"Congo, Dem. Rep. of",804587534,GA,,,,,,,
10465,42525.0,Leonard Mashako Mamba,"Congo, Dem. Rep. of",804709167,Stub,,,,,,,
10466,42845.0,Franck Mwe di Malila,"Congo, Dem. Rep. of",804943836,C,,,,,,,
10467,43054.0,Mobutu Sese Seko,"Congo, Dem. Rep. of",805038023,B,,,,,,,
10468,43115.0,Maurice Mpolo,"Congo, Dem. Rep. of",805086693,C,,,,,,,
10469,43402.0,Georges Minsay Booka,"Congo, Dem. Rep. of",805279692,Start,,,,,,,
10470,43521.0,Germain Katanga,"Congo, Dem. Rep. of",805368981,GA,,,,,,,
10471,43789.0,Daniel Kanza,"Congo, Dem. Rep. of",805523382,Start,,,,,,,
10472,44233.0,Gilbert Pongo,"Congo, Dem. Rep. of",805835265,C,,,,,,,
10473,44359.0,Laurent-Désiré Kabila,"Congo, Dem. Rep. of",805923394,C,,,,,,,
10474,44585.0,Prospère Mushobekwa,"Congo, Dem. Rep. of",806071312,Stub,,,,,,,
10475,44772.0,Eugène Serufuli Ngayabaseka,"Congo, Dem. Rep. of",806189185,Start,,,,,,,
10476,44773.0,Julien Paluku Kahongya,"Congo, Dem. Rep. of",806189633,C,,,,,,,
10477,45101.0,List of mayors of Goma,"Congo, Dem. Rep. of",806372703,Stub,,,,,,,
10478,45118.0,Victor Nendaka Bika,"Congo, Dem. Rep. of",806383479,Start,,,,,,,
10479,45341.0,Antoine Gizenga cabinet,"Congo, Dem. Rep. of",806524828,Start,,,,,,,
10480,45377.0,André Lubaya,"Congo, Dem. Rep. of",806545614,Start,,,,,,,
10481,46088.0,Jean-Chrysostome Werengemere,"Congo, Dem. Rep. of",806947596,C,,,,,,,
10482,46501.0,Jean-Pierre Bemba,"Congo, Dem. Rep. of",807193274,GA,,,,,,,
10483,46603.0,Jason Sendwe,"Congo, Dem. Rep. of",807243537,C,,,,,,,
10484,46639.0,Gérard Kamanda wa Kamanda,"Congo, Dem. Rep. of",807258156,Stub,,,,,,,
10485,46671.0,Patrice Lumumba,"Congo, Dem. Rep. of",807273861,FA,,,,,,,
16366,366.0,"List of members of the parliament of East Timor, 2001–07",East Timorese,638566016,Start,,,,,,,
16367,929.0,José Abel,East Timorese,699698855,Stub,,,,,,,
16368,2454.0,Rogerio Lobato,East Timorese,712249441,Start,,,,,,,
16369,4522.0,Manuel Magalhaes de Oliveira,East Timorese,720011934,Stub,,,,,,,
16370,7867.0,João Viegas Carrascalão,East Timorese,737687072,Start,,,,,,,
16371,10815.0,Manuel Carrascalão,East Timorese,753061850,Stub,,,,,,,
16372,11262.0,Adalgisa Magno Guterres,East Timorese,755908563,Stub,,,,,,,
16373,11263.0,María do Céu,East Timorese,755908564,Start,,,,,,,
16374,12857.0,Ana Pessoa Pinto,East Timorese,757539934,Stub,,,,,,,
16375,13817.0,Rosa Bonaparte,East Timorese,760534473,Stub,,,,,,,
16376,14840.0,Fernanda Borges,East Timorese,765600414,Stub,,,,,,,
16377,16731.0,Nicolau dos Reis Lobato,East Timorese,772890380,Stub,,,,,,,
16378,19041.0,Adalgisa Ximenes,East Timorese,779579546,Stub,,,,,,,
16379,23093.0,Milena Pires,East Timorese,788017619,Start,,,,,,,
16380,23590.0,Alfredo Pires,East Timorese,788450147,Stub,,,,,,,
16381,30946.0,Mário Viegas Carrascalão,East Timorese,793270640,B,,,,,,,
16382,31132.0,José Abílio Osório Soares,East Timorese,793454583,Start,,,,,,,
16383,33593.0,Roque Rodrigues,East Timorese,796722416,Stub,,,,,,,
16384,33738.0,Avelino Coelho da Silva,East Timorese,796886084,Stub,,,,,,,
16385,33916.0,Manuel Tilman,East Timorese,797040695,Stub,,,,,,,
16386,34124.0,Isabel da Costa Ferreira,East Timorese,797279277,C,,,,,,,
16387,34264.0,Emília Pires,East Timorese,797438594,C,,,,,,,
16388,34996.0,Xanana Gusmão,East Timorese,798242613,C,,,,,,,
16389,35075.0,José Luís Guterres,East Timorese,798334210,Start,,,,,,,
16390,35814.0,Arsénio Bano,East Timorese,798969127,Stub,,,,,,,
16391,35938.0,Nino Konis Santana,East Timorese,799059687,Stub,,,,,,,
16392,36528.0,President of East Timor,East Timorese,799570306,Start,,,,,,,
16393,39524.0,Estanislau da Silva,East Timorese,802072802,C,,,,,,,
16394,40380.0,José Ramos-Horta,East Timorese,802765398,C,,,,,,,
16395,40664.0,Fernando de Araújo (East Timorese politician),East Timorese,803043434,C,,,,,,,
16396,41198.0,Taur Matan Ruak,East Timorese,803615826,C,,,,,,,
16397,41245.0,Lúcia Lobato,East Timorese,803664269,Start,,,,,,,
16398,41620.0,Francisco Xavier do Amaral,East Timorese,803969836,C,,,,,,,
16399,42919.0,Vicente Guterres,East Timorese,804966906,Start,,,,,,,
16400,43263.0,Rui Maria de Araújo,East Timorese,805183458,Start,,,,,,,
16401,44675.0,Francisco Guterres,East Timorese,806140876,Start,,,,,,,
18816,384.0,"List of members of the Løgting, 1974–78",Faroese,643932216,Start,,,,,,,
18817,385.0,"List of members of the Løgting, 1978–80",Faroese,643932220,Start,,,,,,,
18818,386.0,"List of members of the Løgting, 1980–84",Faroese,643932225,Start,,,,,,,
18819,387.0,"List of members of the Løgting, 1984–88",Faroese,643932226,Start,,,,,,,
18820,388.0,"List of members of the Løgting, 1990–94",Faroese,643932239,Start,,,,,,,
18821,389.0,"List of members of the Løgting, 1994–98",Faroese,643932242,Start,,,,,,,
18822,857.0,"List of members of the Løgting, 1998–2002",Faroese,698865505,Start,,,,,,,
18823,947.0,Tórbjørn Poulsen,Faroese,700400143,Stub,,,,,,,
18824,972.0,Demmus Hentze,Faroese,701771698,Start,,,,,,,
18825,2870.0,Andrias Christian Evensen,Faroese,714088539,Start,,,,,,,
18826,3245.0,Hákun Djurhuus,Faroese,715330944,Stub,,,,,,,
18827,3305.0,Jógvan Justinusson,Faroese,715490721,Stub,,,,,,,
18828,3508.0,Andrass Samuelsen,Faroese,716137698,Stub,,,,,,,
18829,5116.0,Álvur Kirke,Faroese,721938213,Stub,,,,,,,
18830,5212.0,Rikard Long,Faroese,722336332,Start,,,,,,,
18831,5213.0,Sigurð Joensen,Faroese,722336979,Start,,,,,,,
18832,5284.0,Jógvan Poulsen (1854–1941),Faroese,722590461,Start,,,,,,,
18833,5859.0,Jacob Vestergaard,Faroese,724674137,Start,,,,,,,
18834,5955.0,Johan Simonsen,Faroese,725030656,Stub,,,,,,,
18835,6110.0,Kári P. Højgaard,Faroese,725288194,Start,,,,,,,
18836,6747.0,Kristin Michelsen,Faroese,729422866,C,,,,,,,
18837,7485.0,Lisbeth L. Petersen,Faroese,734668075,Start,,,,,,,
18838,7568.0,Símun av Skarði,Faroese,735578210,Stub,,,,,,,
18839,9867.0,Finnbogi Ísakson,Faroese,748477895,Start,,,,,,,
18840,10366.0,"List of members of the Løgting, 1988–90",Faroese,750074079,Start,,,,,,,
18841,10424.0,Brandur Sandoy,Faroese,750167873,Start,,,,,,,
18842,11067.0,"List of members of the Løgting, 2015–19",Faroese,754952121,Start,,,,,,,
18843,11068.0,"List of members of the Løgting, 2011–15",Faroese,754952298,Start,,,,,,,
18844,11069.0,"List of members of the Løgting, 2008–11",Faroese,754952557,Start,,,,,,,
18845,11070.0,"List of members of the Løgting, 2004–08",Faroese,754952620,Start,,,,,,,
18846,11071.0,"List of members of the Løgting, 2002–04",Faroese,754952690,Start,,,,,,,
18847,11410.0,Bárður á Steig Nielsen,Faroese,756602743,Start,,,,,,,
18848,11464.0,Edmund Joensen,Faroese,756654638,Stub,,,,,,,
18849,11467.0,Jørgen Niclasen,Faroese,756654880,Stub,,,,,,,
18850,14915.0,Jóannes Eidesgaard,Faroese,765947137,Start,,,,,,,
18851,14916.0,Jógvan á Lakjuni,Faroese,765947416,Start,,,,,,,
18852,17011.0,Anfinn Kallsberg,Faroese,773895078,Start,,,,,,,
18853,19325.0,Kaj Leo Johannesen,Faroese,780361487,Start,,,,,,,
18854,19371.0,Rigmor Dam,Faroese,780543271,Start,,,,,,,
18855,19372.0,Hanna Jensen,Faroese,780543417,Start,,,,,,,
